text,intent
bye bye!?,goodbye
qwrty 123 f4h31d,gibberish
hello,greet
i'm coughing for 1 mins - slight in office,ask_symptom
blarg blap,gibberish
my throat hurts - severe after exercise!!!,ask_symptom
"pls help, feeling dizzy - moderate after food",ask_symptom
ttyl,goodbye
 feel nseus for 3 mns,ask_symptom
??!!??,gibberish
vomiting now - mild?,give_symptom
talk later,goodbye
asd asd asd 2!ks25,gibberish
zzzzzzzz fd13#k!q@,gibberish
sore throat since morning,give_symptom
collapse,emergency
qwrty 123,gibberish
"pls help, blood pressure 150/90 for 3 days",give_symptom
high temp 39C,give_symptom
 hav a headache,ask_symptom
cya,goodbye
i feel nauseous,ask_symptom
blood bp 150/90,give_symptom
skin itching fter fd fr 12 days fter exercise!?,give_symptom
vomiting now - very bad!!!,give_symptom
sup,greet
blod pressure 150/90!!,give_symptom
ttyl,goodbye
i've had fvr for 2 days!!,give_symptom
blood pressure 150/90,give_symptom
"hy, help! cn't brathe",emergency
"hey, heart rate 110 bpm at home",give_symptom
bye bye,goodbye
i'm coughing while sleeping,ask_symptom
sore throat since morning,give_symptom
tightness in chest,give_symptom
!!!@@@ q@kk!s@h5whk,gibberish
unconscious while sleeping,emergency
"pls help, tightness in chest for 12 mins - severe",give_symptom
i'm shrt of brath for 3 hrs,ask_symptom
morning...,greet
feeling dizzy,ask_symptom
i'v hd fevr for 2 days,give_symptom
i feel nauseous,ask_symptom
i have a rash for 2 mins!?,ask_symptom
"hey, high temp 39C",give_symptom
hjkl; 098 2w#!#qs,gibberish
blood pressure 150/90,give_symptom
cya!!!,goodbye
I feel nauseous for 6 hrs,ask_symptom
i'm coughing,ask_symptom
ggggggg,gibberish
coughing for 3 hrs,give_symptom
thanks a lot,thanks
"yo, my throat hurts for 2 hrs - moderate",ask_symptom
i'm short sob sob for 2 hrs - moderate,ask_symptom
i feel weak,ask_symptom
qwrty 123 j#1k4#f1dh,gibberish
"btw, hi",greet
ggggggg elk#ge4e5,gibberish
i've had fever for 2 days for 4 days,give_symptom
cya?,goodbye
i have a rash for 1 days,ask_symptom
sore throat since morning,give_symptom
!!!@@@ ksk1#,gibberish
"yo, vomiting nw - mld",give_symptom
hjkl; 098 ff@,gibberish
!!!@@@,gibberish
blarg blap,gibberish
i feel nauseous for 2 days,ask_symptom
pls hllo!!!,greet
unconscious for 12 hrs after food,emergency
diarrhea 4 times,give_symptom
skin itching after fod?,give_symptom
"pls help, i feel nauseous after exercise",ask_symptom
 feel wek - severe,ask_symptom
??!!??,gibberish
"so, 'm coghing fr 2 mins",ask_symptom
blood pressure 150/90 for 12 days,give_symptom
i feel nauseous for 24 hrs - SLIGHT,ask_symptom
good morning,greet
bp bp 150/90 for 6 days - moderate,give_symptom
loss of vision for 1 days!!!,emergency
thank you,thanks
blarg blap,gibberish
"so, i have a rash...",ask_symptom
zzzzzzzz,gibberish
HI...,greet
i have a rash - very bad,ask_symptom
hiya,greet
i have chest pain for 1 days,ask_symptom
i feel nauseous!!!,ask_symptom
thx!?,thanks
!!!@@@,gibberish
ggggggg,gibberish
"hey, feeling dizzy",ask_symptom
i'm coughing for 3 days,ask_symptom
hey,greet
i feel nauseous,ask_symptom
vmitng NOW for 24 mins,give_symptom
pls bye by!!,goodbye
random noise 890 !wafh#jjr,gibberish
SKIN itching after food - very bad at home,give_symptom
see ya?,goodbye
ggggggg w3r3,gibberish
high temp 39C for 2 hrs,give_symptom
much appreciated!?,thanks
hjkl; 098 w1@w,gibberish
i've had fever for 2 days,give_symptom
talk later,goodbye
skin itching after food,give_symptom
blarg blap,gibberish
diarrhea 4 times,give_symptom
i have a headache while sleeping!!!,ask_symptom
severe allergic reaction,emergency
i have fever for 4 days - moderate...,ask_symptom
"hey, tightness in chest for 24 days",give_symptom
h,greet
unconscs for 24 hrs,emergency
i have a headache - mild,ask_symptom
i have a headache for 24 days - slight,ask_symptom
bp pressure 150/90,give_symptom
unconscious for 6 mins...,emergency
pls darrhe 4 times,give_symptom
tightness in chest,give_symptom
ggggggg wgl1!#q@w552,gibberish
good morning?,greet
i have chest pain - very bad,ask_symptom
yo,greet
severe burn for 3 days,emergency
!!!@@@,gibberish
ggggggg,gibberish
yo,greet
see ya,goodbye
"so, much appreciated",thanks
thanks,thanks
i feel nauseous - slight,ask_symptom
goodbye,goodbye
i have chest pain - mild!!,ask_symptom
"h,  fel wak...",ask_symptom
loremipsumdolor gfdg5,gibberish
ty,thanks
"hi, thanks a lot",thanks
"h, mch pprciated",thanks
unconscious for 4 mins at home,emergency
vomiting now for 6 days - mild at home,give_symptom
i'm short of breath - severe,ask_symptom
i have a rash,ask_symptom
hgh temp 39C fr 12 mns?,give_symptom
hey,greet
i have a rash,ask_symptom
random noise 890,gibberish
"hey, thanks :)",thanks
my throat hurts for 24 hrs,ask_symptom
"so, sore throat since morning - slight",give_symptom
sore throat since morning,give_symptom
qwrty 123 wa!2,gibberish
skin itching after food,give_symptom
bye bye?,goodbye
"btw, i'm coughing for 24 hrs!?",ask_symptom
loremipsumdolor,gibberish
i have a headache,ask_symptom
qwrty 123,gibberish
high temp 39C,give_symptom
yo,greet
ty,thanks
thanks,thanks
loss of vision for 12 days,emergency
i've had fever for 2 days,give_symptom
"btw, i'v had fev fr 2 dys",give_symptom
ty,thanks
"btw, heart rate 110 bpm!!!",give_symptom
diarrhea 4 times?,give_symptom
pls thank YOU,thanks
feeling dizzy - severe,ask_symptom
asd asd asd,gibberish
loremipsumdolor w@d3w2h143a,gibberish
zzzzzzzz,gibberish
hjkl; 098,gibberish
asd asd asd,gibberish
severe chest pain,emergency
my throat hurts for 6 mins,ask_symptom
collapse,emergency
'm shrt of breth,ask_symptom
i feel nauseous for 2 days!?,ask_symptom
zzzzzzzz,gibberish
i'm short sob sob for 4 days - severe,ask_symptom
"pls help, sore throat since morning",give_symptom
sever chest pain n ffce,emergency
feeling dizzy for 3 mins - very bad at home!!!,ask_symptom
i have a rash for 3 mins,ask_symptom
skin itching after food for 4 hrs?,give_symptom
 feel nauseous fr 1 mins,ask_symptom
sup,greet
pls i have a rash,ask_symptom
random noise 890,gibberish
VMTING now - sver?,give_symptom
i feel weak while sleeping,ask_symptom
unconscious,emergency
bye,goodbye
"hi, i have chest pain for 4 mins while sleeping",ask_symptom
i feel weak,ask_symptom
asd asd asd,gibberish
feeling dizzy,ask_symptom
tightness in chest,give_symptom
 hv a rash for 6 hrs,ask_symptom
random noise 890 ejhfqqq,gibberish
hjkl; 098,gibberish
talk later,goodbye
??!!?? rrd,gibberish
skin itching after food - slight,give_symptom
blood pressure 150/90 for 24 hrs,give_symptom
i have a headache - very bad after exercise,ask_symptom
diarrhea 4 times,give_symptom
"hey, urgent ambulance",emergency
i've had fever for 2 days,give_symptom
urgent ambulance for 24 mins after exercise,emergency
qwrty 123,gibberish
good morning,greet
loremipsumdolor k4dajla34334,gibberish
ty,thanks
random noise 890 q2@@@jh1d,gibberish
help! can't breathe,emergency
i hv  headach for 1 mns - very bad,ask_symptom
i have a rash - very bad,ask_symptom
ty,thanks
severe chest pain for 4 hrs - slight,emergency
loremipsumdolor lel#gqs25@f,gibberish
zzzzzzzz,gibberish
??!!??,gibberish
i've had fever for 2 days,give_symptom
diarrhea 4 times at home,give_symptom
hey there,greet
"pls help, good evening",greet
hey,greet
"btw, good evening",greet
urgent ambulance after exercise,emergency
collapse for 2 mins,emergency
i feel weak for 3 mins - mild while sleeping,ask_symptom
pls i'm short of breath!?,ask_symptom
see YA,goodbye
i have fever,ask_symptom
heart rate 110 bpm after food,give_symptom
hey thr,greet
ggggggg,gibberish
mrnng,greet
much appreciated,thanks
"btw, I'M short of breath for 1 hrs after exercise",ask_symptom
hjkl; 098,gibberish
vomiting now for 6 hrs,give_symptom
blarg blap,gibberish
sore throat since morning for 1 days - slight,give_symptom
thanks a lot,thanks
skin itching after FOOD at home,give_symptom
"btw, i have fever for 3 days - very bad",ask_symptom
i'm coughing for 3 days,ask_symptom
talk later?,goodbye
yo,greet
tightness in chest...,give_symptom
i'm short of breath for 4 days - severe at home,ask_symptom
sore thrt snc morning for 3 days,give_symptom
"so, i feel weak for 6 days",ask_symptom
"hey, bld prssr 150/90",give_symptom
!!!@@@ !1ahfrh#srg,gibberish
cheers,thanks
coughing for 3 hrs for 2 mins in office,give_symptom
bye bye,goodbye
skin itching after food,give_symptom
i'm short of breath for 24 mins!!,ask_symptom
??!!??,gibberish
blarg blap,gibberish
i have a headache,ask_symptom
my throat hurts after food,ask_symptom
zzzzzzzz,gibberish
i'm coughing,ask_symptom
vomiting now,give_symptom
vomiting now,give_symptom
 have  rash,ask_symptom
ty,thanks
"so, severe bleeding at home",emergency
feeling dizzy for 24 mins,ask_symptom
thx,thanks
hey there,greet
thanks,thanks
hey there,greet
skin itching fter fod,give_symptom
"yo, ttyl",goodbye
tightness in chest for 4 days,give_symptom
i have fever,ask_symptom
i have a rash,ask_symptom
"hi, thanks :)",thanks
ggggggg,gibberish
qwrty 123 h1q@3h5!4@jh,gibberish
morning?,greet
loremipsumdolor !l@qjar@@,gibberish
urgent ambulance,emergency
"yo, i have chest pain",ask_symptom
unconscious for 3 days,emergency
asd asd asd,gibberish
i have a headache for 1 days,ask_symptom
hert rte 110 bpm while sleepng,give_symptom
hey,greet
zzzzzzzz,gibberish
pls SUDDN parlyss fr 1 days,emergency
"pls help, my throat hurts for 12 days!!!",ask_symptom
hy,greet
"hi, unconscious - moderate...",emergency
severe burn,emergency
i'm coughing,ask_symptom
i have fev,ask_symptom
feeling dizzy for 1 hrs!!,ask_symptom
"pls help, i feel nauseous",ask_symptom
ttyl,goodbye
i'm coughing while sleeping,ask_symptom
feeling dizzy!!,ask_symptom
pls hgh temp 39C,give_symptom
i'm short of breath - very bad!?,ask_symptom
ttyl...,goodbye
hey,greet
FEELING dizzy for 2 days - severe at home,ask_symptom
help! can't breathe for 3 hrs,emergency
thanks a lot,thanks
i have chest pain,ask_symptom
"btw, collapse",emergency
skin itching after food for 2 days - moderate,give_symptom
i feel nauseous for 12 hrs!!,ask_symptom
'v had fever for 2 dys - svere in offic,give_symptom
i hav a headache fr 1 days after food!!!,ask_symptom
"so, skin itching after food",give_symptom
goodbye,goodbye
blood pressure 150/90 for 1 hrs - very bad after food,give_symptom
asd asd asd,gibberish
blarg blap,gibberish
feeling dizzy for 1 hrs at home,ask_symptom
!!!@@@,gibberish
asd asd asd,gibberish
qwrty 123,gibberish
blarg blap,gibberish
my throat hurts for 12 hrs in office,ask_symptom
??!!??,gibberish
my throat hurts - slight,ask_symptom
"hi, collps for 1 hrs",emergency
i've had fever for 2 days for 1 mins - slight,give_symptom
urgent ambulance for 1 mins,emergency
severe chest pain for 6 hrs,emergency
feeling dizzy - mild,ask_symptom
ggggggg,gibberish
vomiting now,give_symptom
i've had fever for 2 days for 6 days,give_symptom
urgent amb for 4 mins while sleeping,emergency
my throat hurts - severe,ask_symptom
zzzzzzzz !qqqw1@e@,gibberish
"s, godbye",goodbye
i'm short of sob for 3 mins?,ask_symptom
high temp 39C for 6 hrs,give_symptom
HEY there,greet
heart rate 110 bpm!?,give_symptom
morning,greet
loremipsumdolor,gibberish
i have a rash?,ask_symptom
much appreciatd,thanks
sore throat since morning,give_symptom
"pls help, i have  rash",ask_symptom
bp bp 150/90,give_symptom
loremipsumdolor,gibberish
i feel weak - severe,ask_symptom
loremipsumdolor j!dfg4!h@@2w,gibberish
god morning,greet
i'm coughing for 24 mins,ask_symptom
i feel nauseous - mild?,ask_symptom
what are the symptoms of covid,ask_symptom
tell me dengue symptoms,ask_symptom
symptoms of malaria,ask_symptom
how do I know if I have diabetes,ask_symptom
what are the signs of cancer,ask_symptom
tell me pneumonia symptoms,ask_symptom
how to identify asthma,ask_symptom
symptoms of arthritis,ask_symptom
what are the symptoms of kidney stones,ask_symptom
how to detect hypertension,ask_symptom
list symptoms of tuberculosis,ask_symptom
can you tell me flu symptoms,ask_symptom
signs of jaundice,ask_symptom
how to know if I have typhoid,ask_symptom
what are epilepsy symptoms,ask_symptom
symptoms of migraine,ask_symptom
how do I detect hepatitis,ask_symptom
signs of anemia,ask_symptom
what are the symptoms of cholera,ask_symptom
symptoms of stroke,ask_symptom
I have fever and cough,give_symptom
my throat hurts badly,give_symptom
feeling dizzy all day,give_symptom
nausea since morning,give_symptom
severe stomach ache,give_symptom
pain in my chest,give_symptom
I feel weak and tired,give_symptom
losing appetite for days,give_symptom
I keep coughing at night,give_symptom
suffering from headaches,give_symptom
I feel short of breath,give_symptom
body ache since yesterday,give_symptom
blurred vision at times,give_symptom
rashes on my skin,give_symptom
vomiting after meals,give_symptom
sore throat all day,give_symptom
dizziness while standing,give_symptom
sharp back pain,give_symptom
constant fatigue,give_symptom
what are the symptoms of covid,ask_symptom
tell me dengue symptoms,ask_symptom
symptoms of malaria,ask_symptom
how do I know if I have diabetes,ask_symptom
what are the signs of cancer,ask_symptom
tell me pneumonia symptoms,ask_symptom
how to identify asthma,ask_symptom
symptoms of arthritis,ask_symptom
what are the symptoms of kidney stones,ask_symptom
how to detect hypertension,ask_symptom
list symptoms of tuberculosis,ask_symptom
can you tell me flu symptoms,ask_symptom
signs of jaundice,ask_symptom
how to know if I have typhoid,ask_symptom
what are epilepsy symptoms,ask_symptom
symptoms of migraine,ask_symptom
how do I detect hepatitis,ask_symptom
signs of anemia,ask_symptom
what are the symptoms of cholera,ask_symptom
symptoms of stroke,ask_symptom
symptoms of covid19 infection,ask_symptom
tell me rabies symptoms,ask_symptom
how to know if I have measles,ask_symptom
symptoms of mumps,ask_symptom
list signs of dengue,ask_symptom
signs of malaria disease,ask_symptom
early symptoms of cancer,ask_symptom
what are the symptoms of ulcer,ask_symptom
symptoms of liver failure,ask_symptom
what are HIV symptoms,ask_symptom
tell me polio symptoms,ask_symptom
how to detect cataract,ask_symptom
symptoms of bronchitis,ask_symptom
tell me hepatitis B symptoms,ask_symptom
early signs of diabetes,ask_symptom
what are the symptoms of depression,ask_symptom
symptoms of schizophrenia,ask_symptom
how do I know if I have anxiety disorder,ask_symptom
symptoms of food poisoning,ask_symptom
signs of dehydration,ask_symptom
how to detect meningitis,ask_symptom
I have fever and cough,give_symptom
my throat hurts badly,give_symptom
feeling dizzy all day,give_symptom
nausea since morning,give_symptom
severe stomach ache,give_symptom
pain in my chest,give_symptom
I feel weak and tired,give_symptom
losing appetite for days,give_symptom
I keep coughing at night,give_symptom
suffering from headaches,give_symptom
I feel short of breath,give_symptom
body ache since yesterday,give_symptom
blurred vision at times,give_symptom
rashes on my skin,give_symptom
vomiting after meals,give_symptom
sore throat all day,give_symptom
dizziness while standing,give_symptom
sharp back pain,give_symptom
constant fatigue,give_symptom
frequent urination,give_symptom
painful joints,give_symptom
sweating at night,give_symptom
chills with fever,give_symptom
dry cough for weeks,give_symptom
loss of smell,give_symptom
difficulty breathing,give_symptom
swelling in feet,give_symptom
itchy skin,give_symptom
abdominal bloating,give_symptom
blood in urine,give_symptom
yellow eyes,give_symptom
persistent cough,give_symptom
runny nose,give_symptom
chest congestion,give_symptom
cold hands and feet,give_symptom
sharp ear pain,give_symptom
constant nausea,give_symptom
weak muscles,give_symptom
hair loss,give_symptom
trouble sleeping,give_symptom
sweaty palms,give_symptom
dry mouth,give_symptom
irregular heartbeat,give_symptom
difficulty swallowing,give_symptom
leg cramps,give_symptom
constant thirst,give_symptom
eye redness,give_symptom
stiff neck,give_symptom
muscle spasms,give_symptom
frequent headaches,give_symptom
vomiting blood,give_symptom
loss of balance,give_symptom
unexplained weight loss,give_symptom
pale skin,give_symptom
slow healing wounds,give_symptom
pain while urinating,give_symptom
severe diarrhea,give_symptom
double vision,give_symptom
hearing loss,give_symptom
rash with fever,give_symptom
what are the symptoms of epilepsy,ask_symptom
tell me dengue fever symptoms,ask_symptom
list typhoid symptoms,ask_symptom
how do I know if I have migraine,ask_symptom
early signs of tuberculosis,ask_symptom
symptoms of arthritis pain,ask_symptom
signs of kidney infection,ask_symptom
how to detect gallstones,ask_symptom
symptoms of high cholesterol,ask_symptom
signs of low blood pressure,ask_symptom
what are pneumonia symptoms,ask_symptom
list measles symptoms,ask_symptom
how do I know if I have bronchitis,ask_symptom
tell me cholera signs,ask_symptom
symptoms of heat stroke,ask_symptom
what are the symptoms of dengue mosquito bite,ask_symptom
how to detect malaria early,ask_symptom
symptoms of hepatitis C,ask_symptom
signs of lung cancer,ask_symptom
early signs of stroke,ask_symptom
how do I know if I have anemia,ask_symptom
symptoms of leukemia,ask_symptom
what are chickenpox symptoms,ask_symptom
signs of skin cancer,ask_symptom
list signs of polio,ask_symptom
how do I know if I have HIV,ask_symptom
symptoms of eye infection,ask_symptom
symptoms of ear infection,ask_symptom
signs of sinus infection,ask_symptom
what are symptoms of gastritis,ask_symptom
early signs of depression,ask_symptom
how do I detect anxiety,ask_symptom
symptoms of OCD,ask_symptom
symptoms of bipolar disorder,ask_symptom
signs of heart failure,ask_symptom
symptoms of varicose veins,ask_symptom
list dengue signs,ask_symptom
what are the symptoms of rabies bite,ask_symptom
symptoms of tetanus,ask_symptom
early signs of cataract,ask_symptom
my head hurts all day,give_symptom
I can’t stop coughing,give_symptom
I’m shivering with fever,give_symptom
I vomited twice today,give_symptom
stomach cramps after food,give_symptom
sharp chest pain when breathing,give_symptom
constant body weakness,give_symptom
I sweat excessively at night,give_symptom
blurred vision in one eye,give_symptom
itchy red rashes on arm,give_symptom
feeling nauseous,give_symptom
swelling around eyes,give_symptom
sneezing all day,give_symptom
burning sensation while peeing,give_symptom
skin peeling off,give_symptom
loss of voice,give_symptom
pain in lower abdomen,give_symptom
dry throat,give_symptom
constant shivering,give_symptom
pain in left arm,give_symptom
difficulty moving joints,give_symptom
red patches on skin,give_symptom
weakness in legs,give_symptom
tingling sensation in hands,give_symptom
loss of memory,give_symptom
fainting often,give_symptom
sharp toothache,give_symptom
ulcers in mouth,give_symptom
swollen lymph nodes,give_symptom
pain in hip,give_symptom
bleeding gums,give_symptom
pain in right knee,give_symptom
itchy scalp,give_symptom
dry eyes,give_symptom
ringing in ears,give_symptom
difficulty speaking,give_symptom
loss of coordination,give_symptom
hand tremors,give_symptom
severe bloating,give_symptom
lower back pain,give_symptom
coughing blood,give_symptom
shortness of breath at night,give_symptom
yellow skin,give_symptom
watery eyes,give_symptom
pain under ribs,give_symptom
loss of concentration,give_symptom
black stools,give_symptom
numbness in feet,give_symptom
sharp pain in chest while lying,give_symptom
trouble walking,give_symptom
heaviness in chest,give_symptom
blood in stool,give_symptom
burning eyes,give_symptom
difficulty hearing,give_symptom
excessive sweating,give_symptom
itchy throat,give_symptom
sudden weight gain,give_symptom
pain in shoulders,give_symptom
sensitivity to light,give_symptom
swelling in hands,give_symptom
sharp stomach pain,give_symptom
swollen ankles,give_symptom
persistent fever,give_symptom
frequent sneezing,give_symptom
pain in finger joints,give_symptom
unable to sleep at night,give_symptom
excessive thirst,give_symptom
shivering without fever,give_symptom
nose bleeding often,give_symptom
what are the symptoms of meningitis,ask_symptom
list cholera symptoms,ask_symptom
early signs of dengue,ask_symptom
symptoms of brain tumor,ask_symptom
what are the signs of hepatitis B,ask_symptom
tell me malaria symptoms,ask_symptom
how do I know if I have hypertension,ask_symptom
list asthma symptoms,ask_symptom
signs of liver cirrhosis,ask_symptom
what are rabies symptoms,ask_symptom
symptoms of chickenpox,ask_symptom
how to identify lung infection,ask_symptom
list influenza symptoms,ask_symptom
what are the signs of dehydration,ask_symptom
symptoms of dengue in children,ask_symptom
how to detect cholera,ask_symptom
signs of stomach cancer,ask_symptom
symptoms of malaria in kids,ask_symptom
what are the signs of breast cancer,ask_symptom
list the symptoms of typhoid,ask_symptom
signs of nervous disorder,ask_symptom
how to know if I have stroke,ask_symptom
early symptoms of jaundice,ask_symptom
list covid-19 symptoms,ask_symptom
what are the symptoms of kidney stones,ask_symptom
symptoms of arthritis flare,ask_symptom
how to detect heart disease,ask_symptom
symptoms of gastritis attack,ask_symptom
signs of urinary infection,ask_symptom
list symptoms of dengue fever,ask_symptom
symptoms of migraine headache,ask_symptom
tell me epilepsy signs,ask_symptom
what are the signs of sinusitis,ask_symptom
early signs of pneumonia,ask_symptom
symptoms of measles infection,ask_symptom
signs of dengue mosquito bite,ask_symptom
how do I identify cholera,ask_symptom
what are signs of tuberculosis,ask_symptom
symptoms of dengue hemorrhagic fever,ask_symptom
list symptoms of malaria infection,ask_symptom
I feel chest tightness,give_symptom
sharp pain in stomach,give_symptom
nose constantly blocked,give_symptom
severe vomiting,give_symptom
swollen face,give_symptom
chills at night,give_symptom
loss of hair,give_symptom
trouble breathing after running,give_symptom
itchy skin rash,give_symptom
blood in urine,give_symptom
pain in lower back,give_symptom
yellow eyes,give_symptom
loss of balance,give_symptom
red itchy eyes,give_symptom
burning chest pain,give_symptom
swelling in legs,give_symptom
frequent urination,give_symptom
severe headache,give_symptom
difficulty swallowing food,give_symptom
pain behind eyes,give_symptom
cough with mucus,give_symptom
pain in spine,give_symptom
bleeding nose,give_symptom
trouble remembering things,give_symptom
muscle cramps at night,give_symptom
stiff neck,give_symptom
swelling in throat,give_symptom
pain in ear,give_symptom
constant yawning,give_symptom
loss of taste,give_symptom
swelling in stomach,give_symptom
frequent fainting,give_symptom
dull chest pain,give_symptom
trouble focusing,give_symptom
excessive hair loss,give_symptom
pale skin,give_symptom
dry cough,give_symptom
pain in elbow,give_symptom
burning in stomach,give_symptom
feeling restless,give_symptom
numb hands,give_symptom
weak grip,give_symptom
swollen gums,give_symptom
back stiffness,give_symptom
watery stool,give_symptom
dark circles under eyes,give_symptom
unusual heartbeat,give_symptom
loud snoring,give_symptom
pale lips,give_symptom
pain in wrist,give_symptom
yellow nails,give_symptom
pain when chewing,give_symptom
swollen cheeks,give_symptom
loss of appetite,give_symptom
red spots on skin,give_symptom
frequent stomach upset,give_symptom
itchy feet,give_symptom
tingling in arms,give_symptom
sharp jaw pain,give_symptom
swelling in eyes,give_symptom
tightness in chest,give_symptom
sudden weight loss,give_symptom
skin turning yellow,give_symptom
pain in thighs,give_symptom
trouble moving neck,give_symptom
hearing loss,give_symptom
burning sensation in throat,give_symptom
skin discoloration,give_symptom
cold hands and feet,give_symptom
red swollen joints,give_symptom
trouble sitting straight,give_symptom
sharp pain in ribs,give_symptom
skin rash spreading,give_symptom
weak eyesight,give_symptom
pain in gums,give_symptom
dry lips,give_symptom
pain in jaw,give_symptom
swelling near ears,give_symptom
frequent belching,give_symptom
constant burping,give_symptom
black nails,give_symptom
hand swelling,give_symptom
pain in shoulders,give_symptom
what are the symptoms of dengue shock syndrome,ask_symptom
symptoms of swine flu,ask_symptom
list early signs of liver disease,ask_symptom
how to detect brain stroke,ask_symptom
what are the symptoms of skin infection,ask_symptom
signs of bone cancer,ask_symptom
symptoms of hepatitis A,ask_symptom
early symptoms of kidney disease,ask_symptom
tell me the signs of malaria,ask_symptom
what are the symptoms of typhoid fever,ask_symptom
symptoms of chest infection,ask_symptom
list cancer symptoms,ask_symptom
signs of dengue virus,ask_symptom
how to know if I have measles,ask_symptom
early signs of flu,ask_symptom
symptoms of dengue with rash,ask_symptom
list stomach infection symptoms,ask_symptom
what are the symptoms of bronchitis,ask_symptom
how to detect epilepsy,ask_symptom
symptoms of dengue hemorrhage,ask_symptom
signs of rabies in humans,ask_symptom
early signs of malaria,ask_symptom
what are the symptoms of diabetes type 2,ask_symptom
symptoms of dengue in adults,ask_symptom
list hypertension symptoms,ask_symptom
signs of dengue with fever,ask_symptom
symptoms of liver infection,ask_symptom
what are dengue mosquito symptoms,ask_symptom
early signs of cancer,ask_symptom
symptoms of ulcer,ask_symptom
sharp burning chest pain,give_symptom
constant nausea,give_symptom
pain in both knees,give_symptom
red watery eyes,give_symptom
dull stomach pain,give_symptom
itchy red skin,give_symptom
constant headaches,give_symptom
pain in left shoulder,give_symptom
frequent coughing,give_symptom
swelling under chin,give_symptom
severe muscle pain,give_symptom
loss of hearing,give_symptom
burning sensation in chest,give_symptom
pain in lower spine,give_symptom
fever with chills,give_symptom
dry and itchy skin,give_symptom
loss of smell,give_symptom
bleeding while peeing,give_symptom
red bumps on skin,give_symptom
pain in left hip,give_symptom
sore tongue,give_symptom
frequent vomiting,give_symptom
pain while breathing,give_symptom
yellow patches on skin,give_symptom
sharp headache at night,give_symptom
pain in back of neck,give_symptom
skin turning pale,give_symptom
weak muscles,give_symptom
difficulty bending knees,give_symptom
sharp pain in fingers,give_symptom
cold sweats,give_symptom
shaky hands,give_symptom
pain in left chest,give_symptom
persistent coughing,give_symptom
trouble eating food,give_symptom
stiff lower back,give_symptom
pain in right hip,give_symptom
frequent hiccups,give_symptom
pale face,give_symptom
itching in throat,give_symptom
burning urination,give_symptom
pain in left knee,give_symptom
skin dryness,give_symptom
difficulty opening mouth,give_symptom
sharp headache in morning,give_symptom
swelling near neck,give_symptom
pain in temples,give_symptom
pale yellow skin,give_symptom
weak immune system,give_symptom
sharp ankle pain,give_symptom
loss of speech,give_symptom
swelling near jaw,give_symptom
pain in collar bone,give_symptom
blood while coughing,give_symptom
dry cracked skin,give_symptom
heaviness in head,give_symptom
constant dry cough,give_symptom
swelling under arms,give_symptom
skin turning blue,give_symptom
burning in throat,give_symptom
pain in shoulder blades,give_symptom
excessive fatigue,give_symptom
dry flaky skin,give_symptom
sharp pain in wrist,give_symptom
swelling in tongue,give_symptom
frequent dizziness,give_symptom
pain in chest while walking,give_symptom
loss of energy,give_symptom
bleeding from gums,give_symptom
burning in eyes,give_symptom
weakness after meals,give_symptom
sharp pain in jaw,give_symptom
what are the symptoms of dengue virus infection,ask_symptom
list warning signs of stroke,ask_symptom
how to detect typhoid early,ask_symptom
symptoms of chronic bronchitis,ask_symptom
early symptoms of tuberculosis,ask_symptom
what are the signs of asthma attack,ask_symptom
list the symptoms of pneumonia,ask_symptom
symptoms of dengue with bleeding,ask_symptom
what are the signs of kidney failure,ask_symptom
early symptoms of hepatitis,ask_symptom
list migraine symptoms,ask_symptom
what are the signs of dengue fever in kids,ask_symptom
how to know if I have flu,ask_symptom
symptoms of dengue viral fever,ask_symptom
signs of anemia in women,ask_symptom
early symptoms of cholera,ask_symptom
list hepatitis symptoms,ask_symptom
symptoms of dengue outbreak,ask_symptom
signs of brain hemorrhage,ask_symptom
early symptoms of rabies,ask_symptom
sharp pain in chest while running,give_symptom
pain in left ribs,give_symptom
loss of vision,give_symptom
red itchy rashes,give_symptom
severe coughing at night,give_symptom
stomach burning after meals,give_symptom
pain in joints,give_symptom
skin swelling,give_symptom
constant dizziness,give_symptom
numb legs,give_symptom
dry throat with pain,give_symptom
itchy eyes,give_symptom
pain in lower abdomen after eating,give_symptom
blood while vomiting,give_symptom
red swollen eyes,give_symptom
pain in chest bone,give_symptom
swollen lips,give_symptom
sharp headache in afternoon,give_symptom
pain in thighs after walking,give_symptom
loss of weight suddenly,give_symptom
constant tiredness,give_symptom
sharp backache,give_symptom
dry cracked lips,give_symptom
weak hands,give_symptom
severe stomach bloating,give_symptom
red itchy scalp,give_symptom
pain while sitting,give_symptom
swollen eyelids,give_symptom
loss of balance while walking,give_symptom
yellowish skin tone,give_symptom
pain near heart,give_symptom
weakness in right arm,give_symptom
skin peeling,give_symptom
fever with weakness,give_symptom
constant burning in chest,give_symptom
swelling in legs and feet,give_symptom
blurred eyesight,give_symptom
loss of interest in food,give_symptom
pain while swallowing,give_symptom
sharp headache when coughing,give_symptom
burning while urinating,give_symptom
itchy ears,give_symptom
swelling in stomach area,give_symptom
pain in chest while climbing stairs,give_symptom
persistent sore throat,give_symptom
redness in eyes,give_symptom
pain in left hand,give_symptom
dull pain in back,give_symptom
swelling under eyes,give_symptom
nausea after eating,give_symptom
severe muscle cramps,give_symptom
skin rash all over body,give_symptom
weak heartbeat,give_symptom
constant chest pain,give_symptom
pain in hips,give_symptom
